Title,SJR,H index,IPP,SNIP,Total Docs. (2023),Total Docs. (3years),Total Refs.,Est. value (USD) (2023),Total Cites (3years),Self-Cites/Total Cites (3years),Uncited Docs./Total Docs. (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Coverage_Duration,Publisher,Labels
NPG Asia Materials,2.136,123,8.677042802,1.610446898,72,258,4296,1630055,2289,0.00655308,0.050387597,258,8.4,59.67,17,Nature Publishing Group,1
"Work, Employment and Society",2.135,104,5.541237113,2.583576721,89,191,4745,1302361,1041,0.074927954,0.141361257,187,3.79,53.31,39,SAGE Publications Ltd,1
Environmental Research Letters,2.134,201,6.438028687,1.582338623,717,2739,42249,15737375,18657,0.036554644,0.075940124,2721,5.93,58.92,20,Institute of Physics,1
Information Processing and Management,2.134,137,9.453594771,2.973095197,354,775,22454,4669073,8484,0.096416785,0.036129032,765,10.79,63.43,51,Elsevier Ltd,1
IEEE/ASME Transactions on Mechatronics,2.133,170,6.199315654,1.962579456,322,1174,11356,6559955,7911,0.077360637,0.066439523,1168,6.42,35.27,30,Institute of Electrical and Electronics Engineers Inc.,1
Cryosphere,2.132,123,4.771672772,1.345280714,282,821,19265,5035892,4304,0.156598513,0.074299635,821,4.72,68.32,19,Copernicus Publications,1
Environmental Pollution,2.132,328,8.931729417,1.553993416,2055,6452,142759,38517219,60478,0.047174179,0.03766274,6400,8.82,69.47,41,Elsevier Ltd,1
Biological Psychiatry: Cognitive Neuroscience and Neuroimaging,2.131,64,5.48136646,1.459104576,163,439,8798,2868555,1923,0.023920957,0.261958998,323,4.3,53.98,10,Elsevier Inc.,1
Financial Management,2.131,85,3.899082569,1.998369411,23,109,1485,614888,409,0.026894866,0.220183486,109,2.96,64.57,30,Wiley-Blackwell,1
International Journal of Cancer,2.131,268,6.153012864,1.670034884,428,1584,19367,10196532,9574,0.015980781,0.137626263,1500,6.17,45.25,60,John Wiley and Sons Inc,1
Journal of Applied Econometrics,2.13,123,2.685714286,1.698677348,61,175,2435,1203942,446,0.02690583,0.314285714,175,2.38,39.92,40,John Wiley and Sons Ltd,1
Addiction,2.129,224,5.269905533,1.731469272,269,1097,10674,6501708,4420,0.042307692,0.279854148,748,3.99,39.68,33,Wiley-Blackwell Publishing Ltd,1
Critical Reviews in Clinical Laboratory Sciences,2.128,97,9.95959596,2.40089167,34,100,5051,622825,1089,0.006427916,0.08,100,7.5,148.56,56,Informa Healthcare,1
Journal of Thrombosis and Haemostasis,2.128,217,6.687289089,1.725966431,420,1184,16206,7466724,6852,0.056917688,0.249155405,894,4.28,38.59,23,Elsevier B.V.,1
Communications Materials,2.127,44,7.475884244,1.762234641,105,315,6349,784472,2388,0.003350084,0.082539683,311,7.01,60.47,6,Springer Nature,1
Experimental Economics,2.127,68,2.344827586,1.630606674,41,144,2121,865415,349,0.040114613,0.25,144,2.18,51.73,23,Cambridge University Press,1
NAR Cancer,2.127,23,4.186567164,0.83465456,61,133,4711,233405,552,0.025362319,0.105263158,132,3.38,77.23,7,Oxford University Press,1
npj Vaccines,2.127,54,6.409313725,1.169936756,182,421,9795,2604549,2759,0.035520116,0.102137767,404,6.7,53.82,10,Nature Publishing Group,1
Journal of the American Heart Association,2.126,152,5.082995951,1.658874249,1002,3260,37675,20076185,16410,0.024192566,0.129141104,2969,4.52,37.6,14,American Heart Association Inc.,1
Studies in Second Language Acquisition,2.124,122,4.928104575,2.586423143,64,166,4220,1115293,781,0.058898848,0.180722892,153,4.2,65.94,48,Cambridge University Press,1
Chest,2.123,337,5.644683715,1.905923725,558,2488,12803,13911395,9556,0.026684805,0.460610932,1492,3.51,22.94,56,Elsevier Inc.,1
Journal of the American Medical Informatics Association,2.123,184,7.30560033,1.94020972,243,864,9834,4976449,5760,0.052256944,0.150462963,804,5.37,40.47,32,Oxford University Press,1
Systematic Entomology,2.123,81,4.836477987,2.896918487,40,162,3572,960763,847,0.063754427,0.067901235,158,5.43,89.3,50,Wiley-Blackwell Publishing Ltd,1
Journal of Nuclear Medicine,2.122,247,7.708443272,1.938471724,357,1186,9957,7289023,7005,0.067237687,0.286677909,1006,5.91,27.89,66,Society of Nuclear Medicine Inc.,1
British Journal of Pharmacology,2.119,252,6.84272051,1.494179338,221,1001,16444,5969538,6701,0.109237427,0.11988012,949,6.39,74.41,60,John Wiley and Sons Inc,1
Foundations and Trends in Databases,2.119,20,4,2.911358532,1,9,292,35400,51,0.039215686,0,9,6.14,292,15,Now Publishers Inc,1
IEEE Robotics and Automation Letters,2.119,129,5.220430108,1.824985731,1085,3606,34582,19297189,22720,0.071170775,0.088186356,3601,5.68,31.87,10,Institute of Electrical and Electronics Engineers Inc.,1
Journal of Abnormal Psychology,2.119,228,5.583333333,2.259033576,0,165,0,995516,951,0,0.109090909,161,4.81,0,64,American Psychological Association,1
New Media and Society,2.118,160,6.285714286,2.58778196,249,427,15521,3236407,3330,0.042942943,0.077283372,420,7.25,62.33,27,SAGE Publications Ltd,1
Emerging Infectious Diseases,2.117,277,5.534177215,1.541776223,479,1740,9482,10950613,10172,0.02251278,0.163218391,1624,5.25,19.8,31,Centers for Disease Control and Prevention (CDC),1
Food Policy,2.116,145,6.968,2.048302406,117,379,8620,2309342,2717,0.049319102,0.07651715,376,7.21,73.68,51,Elsevier B.V.,1
Materials Today Energy,2.116,83,8.834196891,1.18536563,245,775,16112,4324686,6855,0.036761488,0.030967742,774,8.91,65.76,10,Elsevier Ltd,1
Neurobiology of Disease,2.116,199,5.837775203,1.218376056,362,876,33444,5991804,5264,0.029255319,0.071917808,863,5.2,92.39,32,Academic Press Inc.,1
International Journal of Biological Sciences,2.114,129,8.83095723,1.465424435,321,973,26001,5701433,8878,0.012164902,0.045220966,965,8.18,81,21,Ivyspring International Publisher,1
Osteoarthritis and Cartilage,2.113,197,7.122844828,1.951053085,179,529,7511,3446924,3421,0.058170126,0.13610586,463,6.34,41.96,33,W.B. Saunders Ltd,1
Current Environmental Health Reports,2.11,78,8.723214286,2.154449677,35,110,3397,663849,1050,0.007619048,0.045454545,109,7.83,97.06,12,Springer International Publishing AG,1
Energy,2.11,274,9.603992114,2.052044074,4000,8123,208807,55129990,82153,0.146555817,0.028437769,8105,10.25,52.2,50,Elsevier Ltd,1
American Heart Journal,2.109,211,3.794174757,1.237745032,207,642,6675,4124843,2330,0.010729614,0.241433022,517,3.56,32.25,101,Elsevier Inc.,1
Foundations and Trends in Communications and Information Theory,2.108,31,3.5,2.302526543,4,12,763,73917,55,0.018181818,0.083333333,12,3.33,190.75,21,Now Publishers Inc,1
International Journal of Applied Earth Observation and Geoinformation,2.108,144,8.197156398,1.856022368,439,1057,23777,6344041,9014,0.09651653,0.043519395,1056,8.26,54.16,28,Elsevier B.V.,1
TrAC - Trends in Analytical Chemistry,2.108,230,12.89530686,2.364527867,488,841,64002,6605899,11520,0.060590278,0.022592152,832,12.88,131.15,45,Elsevier B.V.,1
Cell Reports Methods,2.107,24,3.966666667,1.246480781,211,229,11242,1385004,905,0.013259669,0.179039301,210,3.95,53.28,5,Cell Press,1
Economic Geography,2.106,103,7.186440678,2.280707026,20,61,1567,411889,419,0.035799523,0.06557377,60,6.08,78.35,48,Taylor and Francis Ltd.,1
Ecosystem Services,2.106,125,7.361702128,1.807890425,74,431,5927,2551571,3257,0.045747621,0.048723898,423,6.49,80.09,14,Elsevier B.V.,1
Journal of the Learning Sciences,2.105,115,4.96969697,3.010728376,23,71,1314,451927,359,0.066852368,0.112676056,66,3.43,57.13,33,Routledge,1
npj Genomic Medicine,2.105,46,4.790178571,1.216327498,39,228,2048,1170062,1101,0.009082652,0.118421053,223,4.47,52.51,10,Nature Publishing Group,1
Research,2.102,61,8.5625,1.281557597,253,462,17176,3103063,4029,0.055348722,0.045454545,461,7.92,67.89,8,American Association for the Advancement of Science,1
JNCI Cancer Spectrum,2.101,39,3.843537415,1.203812205,109,330,3714,1644994,1241,0.012892828,0.23030303,297,3.44,34.07,9,Oxford University Press,1
Plant Physiology,2.101,378,6.903422053,1.616821899,605,1671,36717,11003353,10027,0.047372095,0.165769001,1490,5.57,60.69,57,American Society of Plant Biologists,1
Journal of Gastroenterology,2.099,140,6.693726937,2.259053788,108,300,4902,1993019,1856,0.040948276,0.143333333,274,6.48,45.39,32,Springer,1
American Journal of Mathematics,2.094,72,1.871428571,2.255006732,41,143,1510,899489,254,0.003937008,0.300699301,141,1.6,36.83,30,Johns Hopkins University Press,1
Journal of Peasant Studies,2.092,113,6.603174603,3.036826975,117,199,10515,1519530,1396,0.206303725,0.070351759,189,5.96,89.87,53,Routledge,1
Journal of Epidemiology and Community Health,2.091,199,5.071278826,1.596323896,127,544,4432,3170699,2791,0.012182014,0.194852941,484,4.75,34.9,48,BMJ Publishing Group,1
Communications Biology,2.09,91,5.247816923,1.225629328,1220,3336,84295,19505453,18086,0.01116886,0.089028777,3268,5.15,69.09,8,Springer Nature,1
Journal of Lipid Research,2.09,230,5.671794872,1.393620933,134,434,7205,2873789,2418,0.0318445,0.112903226,398,4.79,53.77,65,American Society for Biochemistry and Molecular Biology Inc.,1
Supramolecular Materials,2.09,14,6.95,1.15925481,20,20,1552,76279,174,0.143678161,0.05,20,8.7,77.6,4,KeAi Communications Co.,1
ACS Photonics,2.089,141,6.45123839,1.499219159,459,1309,24476,8580612,9159,0.044437166,0.087089381,1297,6.84,53.32,12,American Chemical Society,1
Acta Geotechnica,2.089,88,6.891276865,2.244099079,364,791,20727,4896831,5342,0.122987645,0.039190898,789,6.72,56.94,20,Springer Verlag,1
Nanoscale Horizons,2.089,86,8.504155125,1.357557645,147,375,9774,2661970,3170,0.007886435,0.112,356,7.6,66.49,10,Royal Society of Chemistry,1
Liver International,2.087,145,6.136363636,1.483077973,310,1094,11440,6360525,5828,0.033115992,0.206581353,839,4.92,36.9,23,Wiley-Blackwell Publishing Ltd,1
IEEE Computational Intelligence Magazine,2.085,74,8.712121212,2.720222435,48,125,1400,847993,703,0.014224751,0.504,77,6.37,29.17,20,Institute of Electrical and Electronics Engineers Inc.,1
Reviews in Fisheries Science and Aquaculture,2.085,90,11.94871795,3.654071655,30,81,4112,488898,988,0.010121457,0.098765432,78,8.59,137.07,12,Taylor and Francis Ltd.,1
Environment and Planning A,2.084,162,5.641104294,2.146822478,120,329,8079,2076798,1807,0.050913116,0.142857143,319,4.95,67.33,53,SAGE Publications Ltd,1
Journal of Functional Analysis,2.084,119,2.034772182,1.856532911,274,840,10013,5141448,1654,0.050181378,0.325,840,1.72,36.54,59,Academic Press Inc.,1
Nature Reviews Urology,2.084,118,6.824561404,1.815614362,149,402,7751,2621116,1761,0.017603634,0.475124378,231,4.09,52.02,17,Nature Research,1
Child Development,2.082,296,4.873170732,2.017553751,135,621,8835,3765763,3042,0.030243261,0.096618357,614,4.25,65.44,80,Wiley-Blackwell Publishing Ltd,1
Journal of Affective Disorders,2.082,245,6.224258065,1.674777871,1358,4022,76341,24056617,24149,0.059339931,0.114868225,3889,5.38,56.22,47,Elsevier B.V.,1
"Diabetes, Obesity and Metabolism",2.079,162,5.393564356,1.361050621,415,912,16065,6474928,5025,0.066666667,0.150219298,812,5.28,38.71,27,John Wiley and Sons Inc,1
Frontiers in Neuroendocrinology,2.078,155,7.133858268,1.898639043,37,136,6627,917817,1016,0.027559055,0.051470588,130,6.79,179.11,37,Academic Press Inc.,1
International Journal of Human Resource Management,2.078,148,7.750588235,2.429483087,156,435,14656,2596718,3366,0.071004159,0.082758621,423,6.96,93.95,36,Routledge,1
Reviews in Endocrine and Metabolic Disorders,2.075,106,7.835616438,1.919353271,76,221,8321,1264096,1785,0.008403361,0.067873303,220,7.32,109.49,26,Springer Netherlands,1
System,2.075,115,6.168859649,2.587525353,146,461,9456,2630763,2905,0.085370052,0.112798265,458,5.64,64.77,53,Elsevier Ltd,1
Heart Rhythm,2.072,165,4.536921151,1.904998568,340,1038,7128,6717188,4013,0.047844505,0.314065511,814,3.55,20.96,22,Elsevier B.V.,1
Journal of Intelligent Manufacturing,2.071,113,10.63104326,3.088145502,186,399,10727,2839451,4386,0.07250342,0.052631579,392,8.38,57.67,36,Springer Netherlands,1
Journal of High Energy Astrophysics,2.069,29,6.841463415,1.395219133,33,83,2375,444709,558,0.012544803,0.301204819,82,8.02,71.97,12,Elsevier B.V.,1
Public Management Review,2.069,107,7.310231023,2.766970561,140,277,10506,1900314,1902,0.148790747,0.083032491,270,6.34,75.04,25,Taylor and Francis Ltd.,1
Journal of Big Data,2.068,91,10.66153846,3.852592618,179,390,10811,2547302,5508,0.016158315,0.123076923,390,13.26,60.4,12,Springer Nature,1
Sociological Theory,2.068,94,4.829787234,4.886280821,18,47,1764,316948,271,0.033210332,0.127659574,47,4.8,98,30,SAGE Publications Ltd,1
International Review of Sport and Exercise Psychology,2.066,60,7.030612245,2.518604229,35,57,3562,432007,474,0.054852321,0.035087719,56,7.53,101.77,17,Routledge,1
Higher Education,2.065,137,6.628205128,3.075874706,143,396,8373,2471154,2784,0.038793103,0.106060606,392,6.45,58.55,54,Springer Netherlands,1
Resources Policy,2.063,138,12.2532691,2.083386386,1090,1452,74352,10088696,16984,0.281617993,0.056473829,1452,11.33,68.21,52,Elsevier Ltd,1
Epigenetics and Chromatin,2.062,70,4.129251701,0.891776277,50,146,3584,1076721,646,0.020123839,0.089041096,146,4.39,71.68,17,BioMed Central Ltd,1
Annals of Intensive Care,2.061,85,6.050125313,1.749188159,125,465,5596,2787224,2727,0.0330033,0.148387097,399,5.33,44.77,15,Springer-Verlag GmbH and Co. KG,1
Human Resource Development Review,2.061,68,7.408163265,2.958965118,33,70,1810,434978,436,0.181192661,0.128571429,49,3.69,54.85,24,SAGE Publications Ltd,1
Journal of Environmental Psychology,2.06,196,7.858974359,2.220547056,203,407,15007,2652305,3218,0.097265382,0.076167076,392,6.59,73.93,45,Academic Press,1
ACS Applied Materials and Interfaces,2.058,334,11.82137176,2.752625576,5441,17387,290446,108735081,156510,0.047773305,0.03979985,17365,8.43,53.38,17,American Chemical Society,1
Child and Adolescent Mental Health,2.058,62,7.152173913,2.249926834,82,215,2873,1207138,873,0.030927835,0.28372093,100,4.43,35.04,21,Wiley-Blackwell Publishing Ltd,1
Journal of Cleaner Production,2.058,354,11.40960075,2.236126942,4407,15023,296758,88502878,176174,0.060593504,0.025560807,14975,10.85,67.34,33,Elsevier Ltd,1
Molecular Horticulture,2.057,16,7.387096774,2.026315347,27,43,1965,102675,323,0.034055728,0.139534884,31,7.51,72.78,5,BioMed Central Ltd,1
IEEE Transactions on Visualization and Computer Graphics,2.056,175,4.513282732,1.974985762,457,1111,28192,6707383,6618,0.154125113,0.117911791,1086,5.37,61.69,31,IEEE Computer Society,1
Photonics Research,2.056,94,6.697674419,1.924133127,232,906,11174,5192721,6624,0.028683575,0.07615894,905,7.12,48.16,13,Optica Publishing Group (formerly OSA),1
Geoscientific Model Development,2.055,146,4.966958212,1.318622483,339,1036,24729,6409193,5499,0.079105292,0.144787645,1036,4.19,72.95,18,Copernicus Publications,1
Biosensors and Bioelectronics,2.052,254,10.92288243,1.598262737,779,2387,44822,15731330,27472,0.052380606,0.026392962,2378,11.21,57.54,36,Elsevier Ltd,1
Physiology,2.051,149,6.442105263,1.707919781,31,121,3046,773770,666,0.001501502,0.297520661,98,3.86,98.26,22,American Physiological Society,1
Journal of Hospitality and Tourism Management,2.05,85,9.927480916,2.061330385,176,531,14199,2838173,4770,0.077148847,0.030131827,525,7.87,80.68,20,Elsevier Ltd,1
Human Genetics,2.049,155,4.975609756,1.627254932,128,390,7974,2420187,1971,0.01978691,0.174358974,371,4.36,62.3,62,Springer Science and Business Media Deutschland GmbH,1
Weather and Climate Extremes,2.049,68,7.3187251,1.740104352,102,256,6987,1492375,1912,0.034518828,0.05859375,254,6.38,68.5,13,Elsevier B.V.,1
Journal of Differential Equations,2.046,150,2.783612233,1.96614806,581,1742,20589,10727321,4640,0.081896552,0.263490241,1736,2.52,35.44,61,Academic Press Inc.,1
ChemSusChem,2.045,214,8.223007712,1.208299786,451,1645,31028,10278467,13593,0.023615096,0.056534954,1594,7.82,68.8,18,Wiley-VCH Verlag,1
American Journal of Preventive Medicine,2.044,260,4.472850679,1.489402823,272,949,10077,5843660,4102,0.021209166,0.180189673,891,4.03,37.05,41,Elsevier Inc.,1
ACS Environmental Au,2.043,22,6.960784314,1.378039545,36,58,2343,306635,395,0.015189873,0.172413793,51,6.81,65.08,5,American Chemical Society,1
Environmental DNA,2.043,45,7.4048583,1.522185004,127,251,9003,1217143,1931,0.236147074,0.06374502,245,7.17,70.89,7,John Wiley &amp; Sons Inc.,1
Journal of Cystic Fibrosis,2.043,98,4.799610895,1.341186091,182,622,5590,3648601,2948,0.100746269,0.170418006,516,4.9,30.71,24,Elsevier B.V.,1
Artificial Intelligence,2.042,174,6.206557377,3.511699613,142,309,8968,1923728,2455,0.033401222,0.100323625,306,9.16,63.15,57,Elsevier B.V.,1
Carbon Capture Science and Technology,2.041,29,10.36231884,3.042853579,47,71,4387,178473,836,0.08492823,0.042253521,69,11.77,93.34,5,Elsevier Ltd,1
Journal of Business and Psychology,2.041,108,6.677777778,2.48705669,70,182,6605,1187637,986,0.028397566,0.126373626,180,4.68,94.36,40,Kluwer Academic/Human Sciences Press Inc.,1
Journal of Business Venturing Insights,2.041,45,6.844919786,1.687741921,75,193,4404,1147739,1323,0.071050642,0.098445596,188,4.52,58.72,12,Elsevier Inc.,1
Journal of the American Society of Echocardiography,2.041,156,4.24537037,1.733445993,202,652,4569,4192606,2138,0.104770814,0.357361963,430,3.02,22.62,38,Elsevier Inc.,1
Materials Today Nano,2.041,54,9.691943128,1.454331921,157,211,10905,1540375,2085,0.025419664,0.033175355,211,8.6,69.46,8,Elsevier Ltd,1
Sociology of Education,2.041,116,4.79245283,2.800214344,17,55,1296,365227,234,0.034188034,0.109090909,53,3.47,76.24,33,SAGE Publications Inc.,1
International Journal of Project Management,2.039,190,7.974489796,2.548705287,58,203,4537,1288914,1677,0.15503876,0.044334975,195,7.46,78.22,43,Elsevier B.V.,1
International Journal of STEM Education,2.035,63,8.228571429,4.461021249,68,187,5429,1084600,1711,0.059614261,0.048128342,174,7.04,79.84,12,SpringerOpen,1
Philosophical Transactions of the Royal Society B: Biological Sciences,2.035,334,5.435430464,1.64557233,444,1216,38909,8166749,6993,0.012870013,0.091282895,1207,4.85,87.63,59,Royal Society Publishing,1
Human Communication Research,2.034,112,5.833333333,2.01775955,41,67,2097,481612,359,0.019498607,0.179104478,66,4.47,51.15,51,Wiley-Blackwell,1
IEEE/ACM Transactions on Networking,2.034,187,3.796721311,1.624577658,220,610,10842,3700223,3049,0.048540505,0.147540984,610,4.37,49.28,32,Institute of Electrical and Electronics Engineers Inc.,1
Quarterly Journal of Political Science,2.033,46,2.078431373,1.21729862,14,54,709,331898,96,0.010416667,0.314814815,51,1.06,50.64,20,Now Publishers Inc,1
Annual Review of Resource Economics,2.032,60,5.428571429,1.733467872,24,79,2493,495728,456,0.039473684,0.126582278,77,3.69,103.88,14,Annual Reviews Inc.,1
Obstetrics and Gynecology,2.032,268,5.987542469,2.594962744,394,1315,10997,8742902,5607,0.037096487,0.3878327,1018,3.69,27.91,73,Lippincott Williams and Wilkins,1
